SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2116039,246404,Cash loans,4782.465,90000,113760,,90000,SATURDAY,8,Y,1,,,,XNA,Approved,-1011,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,365243,-981,429,-771,-763,1
2092356,271933,Cash loans,,0,0,,,MONDAY,4,Y,1,,,,XNA,Canceled,-253,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1644181,432263,Cash loans,24248.34,688500,824823,,688500,SUNDAY,4,Y,1,,,,XNA,Approved,-174,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-143,1627,365243,365243,0
1413524,409120,Consumer loans,8245.53,66724.29,72596.79,0,66724.29,THURSDAY,15,Y,1,0,,,XAP,Approved,-166,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,10,low_normal,POS mobile without interest,365243,-121,149,365243,365243,0
1540248,132157,Consumer loans,8678.205,47511,42561,4950,47511,MONDAY,21,Y,1,0.11346846,,,XAP,Approved,-1533,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,15,Connectivity,6,high,POS mobile with interest,365243,-1499,-1349,-1349,-1337,0
2627967,365314,Consumer loans,21826.215,105300,110862,0,105300,SUNDAY,15,Y,1,0,,,XAP,Approved,-969,Cash through the bank,XAP,Unaccompanied,Refreshed,Furniture,POS,XNA,Stone,75,Consumer electronics,6,high,POS household with interest,365243,-938,-788,-788,-779,0
1490203,446243,Revolving loans,3375,0,67500,,,THURSDAY,9,Y,1,,,,XAP,Approved,-2708,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,-1,Consumer electronics,0,XNA,Card Street,-2707,-2647,365243,365243,365243,0
2081887,173739,Cash loans,,0,0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-333,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1745310,338194,Cash loans,21569.22,202500,215865,,202500,THURSDAY,18,Y,1,,,,XNA,Approved,-896,Cash through the bank,XAP,Other_B,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-866,-536,-836,-830,1
2365638,421596,Cash loans,12032.28,315000,383193,,315000,WEDNESDAY,10,Y,1,,,,XNA,Refused,-295,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
2503973,240703,Cash loans,26797.59,765000,916470,,765000,SUNDAY,17,Y,1,,,,XNA,Approved,-172,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-142,1628,365243,365243,1
1819725,307698,Revolving loans,22500,0,450000,,,FRIDAY,12,Y,1,,,,XAP,Approved,-1328,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0,XNA,Card X-Sell,-1306,-1279,365243,-426,365243,0
1832019,151814,Cash loans,53174.88,900000,952272,,900000,THURSDAY,10,Y,1,,,,XNA,Refused,-477,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,low_normal,Cash X-Sell: low,,,,,,
2012650,248001,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-42,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
2305362,120142,Cash loans,9111.06,45000,46485,0,45000,FRIDAY,14,Y,1,0,,,XNA,Approved,-2324,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,6,high,Cash Street: high,365243,-2294,-2144,-2144,-2140,1
1104089,277616,Cash loans,16410.24,126000,152370,,126000,TUESDAY,12,Y,1,,,,XNA,Approved,-692,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,middle,Cash X-Sell: middle,365243,-662,-332,-332,-330,1
2179339,340042,Cash loans,14202.36,229500,254340,,229500,WEDNESDAY,17,Y,1,,,,XNA,Approved,-576,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,low_normal,Cash X-Sell: low,365243,-543,147,365243,365243,0
2462586,388751,Cash loans,13201.605,90000,110146.5,,90000,TUESDAY,12,Y,1,,,,XNA,Approved,-974,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12,high,Cash Street: high,365243,-944,-614,-614,-605,1
1459669,349754,Cash loans,8476.155,67500,76797,0,67500,THURSDAY,12,Y,1,0,,,XNA,Approved,-1923,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,high,Cash X-Sell: high,365243,-1893,-1563,-1563,-1556,1
1485543,236059,Cash loans,11895.885,135000,148365,,135000,FRIDAY,13,Y,1,,,,XNA,Approved,-788,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18,middle,Cash X-Sell: middle,365243,-758,-248,-248,-240,1
2713132,142204,Revolving loans,22500,0,450000,,,SATURDAY,11,Y,1,,,,XAP,Approved,-1108,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
1254966,142204,Cash loans,6320.835,45000,54738,0,45000,THURSDAY,17,Y,1,0,,,XNA,Approved,-1859,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,high,Cash X-Sell: high,365243,-1829,-1499,-1499,-1492,1
2774821,246896,Cash loans,,0,0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-585,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
2000065,249378,Cash loans,11093.265,135000,148365,,135000,WEDNESDAY,10,Y,1,,,,XNA,Approved,-639,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18,middle,Cash X-Sell: middle,365243,-609,-99,-99,-96,1
2305347,377967,Cash loans,5250.465,67500,87565.5,,67500,TUESDAY,12,Y,1,,,,XNA,Approved,-1462,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,middle,Cash X-Sell: middle,365243,-1432,-742,-742,-735,1
1254960,189394,Cash loans,20965.545,180000,215208,,180000,MONDAY,17,Y,1,,,,XNA,Approved,-656,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,low_normal,Cash X-Sell: low,365243,-626,-296,-296,-293,1
2000064,331289,Cash loans,17963.685,90000,92970,0,90000,FRIDAY,10,Y,1,0,,,XNA,Approved,-2783,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,6,high,Cash Street: high,365243,-2753,-2603,-2603,-2599,1
2820083,266817,Revolving loans,45000,900000,900000,,900000,TUESDAY,10,Y,1,,,,XAP,Approved,-196,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2333672,233852,Consumer loans,14082.48,104400,114736.5,0,104400,THURSDAY,14,Y,1,0,,,XAP,Approved,-1370,Cash through the bank,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,75,Industry,12,high,POS other with interest,365243,-1325,-995,-1205,-1199,0
2133196,312417,Consumer loans,9547.65,95400,85860,9540,95400,SUNDAY,9,Y,1,0.108909091,,,XAP,Refused,-2596,Cash through the bank,LIMIT,Other_B,Repeater,Auto Accessories,POS,XNA,Stone,75,Industry,12,high,POS other with interest,,,,,,
2705240,327937,Consumer loans,9854.01,50400,49941,8100,50400,WEDNESDAY,8,Y,1,0.151989738,,,XAP,Approved,-1174,Cash through the bank,XAP,Family,New,Auto Accessories,POS,XNA,Stone,75,Industry,6,high,POS other with interest,365243,-1143,-993,-993,-988,0
2227079,261066,Consumer loans,14516.055,122400,121068,12240,122400,SATURDAY,13,Y,1,0.099997545,,,XAP,Approved,-2132,Cash through the bank,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,75,Industry,12,high,POS other with interest,365243,-2101,-1771,-1771,-1767,0
1658783,359630,Cash loans,,0,0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-183,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2550879,165671,Cash loans,,0,0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-131,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1606645,437958,Cash loans,14250.6,270000,270000,,270000,TUESDAY,14,Y,1,,,,Repairs,Refused,-245,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,low_normal,Cash Street: low,,,,,,
2614721,208673,Revolving loans,,0,0,,,SUNDAY,12,Y,1,,,,XAP,Canceled,-212,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2772914,373713,Consumer loans,13496.355,118827,118827,0,118827,MONDAY,12,Y,1,0,,,XAP,Approved,-537,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,10,Connectivity,10,low_normal,POS mobile without interest,365243,-506,-236,-266,-258,0
1243914,292084,Consumer loans,12522.915,67050,70591.5,0,67050,FRIDAY,10,Y,1,0,,,XAP,Approved,-1013,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,50,Consumer electronics,6,low_normal,POS household without interest,365243,-963,-813,-843,-836,0
2138405,291958,Consumer loans,26167.635,486652.5,495693,48667.5,486652.5,WEDNESDAY,9,Y,1,0.097368071,,,XAP,Approved,-344,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,250,Consumer electronics,24,low_normal,POS household with interest,365243,-313,377,-283,-277,0
1887545,207268,Consumer loans,9226.395,73746,84456,0,73746,MONDAY,16,Y,1,0,,,XAP,Approved,-140,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,1607,Consumer electronics,12,middle,POS household with interest,365243,-110,220,365243,365243,1
1610955,117418,Consumer loans,9972.09,100782,95922,13500,100782,TUESDAY,9,Y,1,0.134367196,,,XAP,Approved,-1465,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1607,Consumer electronics,12,middle,POS household with interest,365243,-1433,-1103,-1193,-1187,0
2275618,175661,Consumer loans,10014.795,107293.5,107293.5,0,107293.5,THURSDAY,14,Y,1,0,,,XAP,Approved,-616,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1607,Consumer electronics,12,low_normal,POS household with interest,365243,-585,-255,-525,-515,0
1698927,139454,Consumer loans,13563.135,157230,179478,0,157230,SATURDAY,8,Y,1,0,,,XAP,Refused,-461,Cash through the bank,LIMIT,,New,Audio/Video,POS,XNA,Country-wide,1607,Consumer electronics,18,middle,POS household with interest,,,,,,
1397855,144116,Consumer loans,6011.73,62955,59652,9000,62955,THURSDAY,9,Y,1,0.142775421,,,XAP,Approved,-389,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,1607,Consumer electronics,12,middle,POS household with interest,365243,-359,-29,-29,-22,1
2778738,141367,Consumer loans,19428.705,99603,104535,0,99603,SATURDAY,9,Y,1,0,,,XAP,Approved,-1203,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1607,Consumer electronics,6,middle,POS household with interest,365243,-1171,-1021,-1081,-1075,0
1530126,302775,Consumer loans,,225895.5,225895.5,,225895.5,SUNDAY,9,Y,1,,,,XAP,Unused offer,-1021,Cash through the bank,CLIENT,Family,Repeater,Audio/Video,XNA,XNA,Country-wide,1607,Consumer electronics,,XNA,POS household with interest,,,,,,
1242999,430437,Consumer loans,8502.75,111960,129694.5,0,111960,SATURDAY,14,Y,1,0,,,XAP,Approved,-515,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,100,Consumer electronics,18,low_normal,POS household with interest,365243,-484,26,-214,-206,0
1249465,384415,Revolving loans,2250,45000,45000,,45000,SUNDAY,11,Y,1,,,,XAP,Approved,-266,XNA,XAP,,New,XNA,Cards,walk-in,Regional / Local,100,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
1860977,139566,Consumer loans,6006.825,98955,88465.5,10489.5,98955,TUESDAY,16,Y,1,0.115446608,,,XAP,Approved,-2819,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,24,high,POS household without interest,365243,-2788,-2098,-2368,-2366,0
1313088,359295,Consumer loans,12726.765,134950.5,134950.5,0,134950.5,SUNDAY,12,Y,1,0,,,XAP,Approved,-962,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,951,Consumer electronics,12,low_normal,POS household with interest,365243,-931,-601,-601,-598,0
2485924,427911,Revolving loans,3375,0,67500,,,FRIDAY,12,Y,1,,,,XAP,Approved,-2712,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,31,Connectivity,0,XNA,Card Street,-2709,-2671,365243,-1483,-76,0
2621621,427246,Consumer loans,4215.42,34447.5,34069.5,3447,34447.5,FRIDAY,12,Y,1,0.100065208,,,XAP,Approved,-1184,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,72,Connectivity,12,high,POS mobile with interest,365243,-1153,-823,-823,-818,0
1455040,107888,Consumer loans,2810.16,62379,62379,0,62379,SATURDAY,13,Y,1,0,,,XAP,Approved,-263,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,2500,Consumer electronics,24,low_action,POS household without interest,365243,-233,457,365243,365243,0
1968550,295085,Consumer loans,14207.805,132619.5,146623.5,0,132619.5,WEDNESDAY,8,Y,1,0,,,XAP,Approved,-430,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,71,Connectivity,12,low_normal,POS mobile without interest,365243,-399,-69,-129,-125,0
1531249,130234,Cash loans,14182.38,270000,313839,,270000,SATURDAY,6,Y,1,,,,XNA,Approved,-926,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,365243,-896,154,-896,-890,1
1680289,162200,Cash loans,13912.11,270000,355536,,270000,FRIDAY,7,Y,1,,,,Repairs,Refused,-166,Cash through the bank,SCOFR,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,low_normal,Cash Street: low,,,,,,
2023010,227221,Cash loans,3413.385,54000,61128,,54000,WEDNESDAY,11,Y,1,,,,XNA,Approved,-673,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-643,47,-343,-340,1
2626533,375423,Revolving loans,,0,0,,,FRIDAY,6,Y,1,,,,XAP,Refused,-228,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2415047,167765,Consumer loans,6208.335,31460.4,30181.5,2700.9,31460.4,THURSDAY,14,Y,1,0.089455929,,,XAP,Approved,-1121,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,42,Connectivity,6,high,POS mobile with interest,365243,-1084,-934,-994,-992,0
2598002,275490,Consumer loans,12368.565,112554,112554,0,112554,THURSDAY,15,Y,1,0,,,XAP,Approved,-323,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,42,Connectivity,10,low_normal,POS mobile without interest,365243,-285,-15,-225,-222,0
1032142,455346,Consumer loans,9798.615,89167.5,89167.5,0,89167.5,SATURDAY,15,Y,1,0,,,XAP,Approved,-490,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,42,Connectivity,10,low_normal,POS mobile without interest,365243,-455,-185,-305,-300,0
2045117,386030,Consumer loans,11309.22,51257.25,42444,10257.75,51257.25,SUNDAY,12,Y,1,0.211978203,,,XAP,Approved,-947,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,4,middle,POS mobile without interest,365243,-907,-817,-817,-814,0
2583042,416433,Consumer loans,12585.51,239454,215505,23949,239454,THURSDAY,16,Y,1,0.108925465,,,XAP,Refused,-1150,Cash through the bank,LIMIT,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,14,Furniture,24,middle,POS industry with interest,,,,,,
2167124,427421,Consumer loans,13463.19,77022,82444.5,0,77022,SUNDAY,12,Y,1,0,,,XAP,Approved,-922,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,20,Connectivity,8,high,POS mobile with interest,365243,-891,-681,-711,-705,0
1035292,142115,Consumer loans,14107.365,112500,122400,0,112500,THURSDAY,14,Y,1,0,,,XAP,Approved,-137,Cash through the bank,XAP,,Refreshed,Construction Materials,POS,XNA,Stone,20,Construction,10,low_normal,POS other with interest,365243,-107,163,365243,365243,1
1104747,305647,Consumer loans,9376.245,98994.42,98991,3.42,98994.42,WEDNESDAY,15,Y,1,3.76E-05,,,XAP,Approved,-1290,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,3000,Consumer electronics,12,low_normal,POS household with interest,365243,-1259,-929,-929,-922,0
1486961,358355,Consumer loans,4418.865,23786.73,22464,2380.23,23786.73,TUESDAY,10,Y,1,0.104341606,,,XAP,Approved,-1389,Cash through the bank,XAP,Family,New,Photo / Cinema Equipment,POS,XNA,Country-wide,3000,Consumer electronics,6,middle,POS household with interest,,,,,,
1384263,354960,Consumer loans,10610.28,51601.5,51601.5,0,51601.5,THURSDAY,19,Y,1,0,,,XAP,Approved,-478,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,24,Connectivity,6,high,POS mobile with interest,365243,-437,-287,-317,-314,0
1372899,160695,Consumer loans,26056.8,135112.5,140908.5,0,135112.5,FRIDAY,16,Y,1,0,,,XAP,Approved,-511,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,310,Consumer electronics,6,middle,POS household with interest,365243,-480,-330,-330,-327,0
2068681,270571,Revolving loans,2250,45000,45000,,45000,FRIDAY,17,Y,1,,,,XAP,Refused,-298,XNA,SCOFR,Unaccompanied,New,XNA,Cards,walk-in,Stone,1474,Furniture,0,XNA,Card Street,,,,,,
2167560,137133,Consumer loans,6131.025,37350,32116.5,6750,37350,SUNDAY,13,Y,1,0.189143958,,,XAP,Approved,-1612,Cash through the bank,XAP,Children,New,Furniture,POS,XNA,Stone,50,Furniture,6,middle,POS industry with interest,365243,-1580,-1430,-1430,-1423,0
1704969,253191,Consumer loans,9943.02,109800,96534,21960,109800,THURSDAY,13,Y,1,0.201836687,,,XAP,Refused,-1973,Cash through the bank,SCO,Unaccompanied,New,Audio/Video,POS,XNA,Stone,74,Furniture,12,middle,POS industry with interest,,,,,,
1151132,308782,Consumer loans,3414.555,34155,27643.5,9000,34155,SATURDAY,15,Y,1,0.26749132,,,XAP,Approved,-2113,Cash through the bank,XAP,Other_A,Repeater,Mobile,POS,XNA,Country-wide,16,Connectivity,12,high,POS mobile with interest,365243,-2082,-1752,-1752,-1748,0
1543502,198161,Consumer loans,3554.91,25146,25105.5,2515.5,25146,FRIDAY,13,Y,1,0.099185699,,,XAP,Approved,-1614,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,58,Connectivity,10,high,POS mobile with interest,365243,-1583,-1313,-1313,-1304,0
1976725,316901,Consumer loans,11324.295,105687,94923,18000,105687,TUESDAY,12,Y,1,0.173601803,,,XAP,Approved,-1971,Cash through the bank,XAP,Children,New,Computers,POS,XNA,Country-wide,2226,Consumer electronics,10,middle,POS household with interest,365243,-1940,-1670,-1670,-1665,0
1675083,447972,Consumer loans,10928.25,98077.5,108436.5,0,98077.5,TUESDAY,13,Y,1,0,,,XAP,Refused,-493,Cash through the bank,SCOFR,Unaccompanied,New,Computers,POS,XNA,Country-wide,2226,Consumer electronics,12,middle,POS household with interest,,,,,,
2720633,421010,Cash loans,,0,0,,,FRIDAY,14,Y,1,,,,XNA,Canceled,-220,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1231177,293655,Cash loans,6536.34,45000,55075.5,,45000,TUESDAY,9,Y,1,,,,Other,Approved,-503,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-473,-143,-143,-141,0
1400557,327589,Cash loans,,0,0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-241,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1808159,192669,Cash loans,16708.59,270000,299223,,270000,TUESDAY,12,Y,1,,,,Repairs,Refused,-563,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,low_normal,Cash Street: low,,,,,,
2489748,173210,Consumer loans,4358.61,35505,31954.5,3550.5,35505,FRIDAY,15,Y,1,0.108909091,,,XAP,Refused,-2063,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Stone,2,Connectivity,10,high,POS mobile with interest,,,,,,
1798886,259576,Consumer loans,24129.36,139522.5,131782.5,13954.5,139522.5,WEDNESDAY,12,Y,1,0.104281816,,,XAP,Approved,-2531,Cash through the bank,XAP,Other_B,New,Furniture,POS,XNA,Stone,800,Furniture,6,middle,POS industry with interest,365243,-2499,-2349,-2349,-2023,1
2327887,164720,Consumer loans,4969.35,59517,45000,14517,59517,THURSDAY,13,Y,1,0.265643979,,,XAP,Approved,-364,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,10,Connectivity,12,high,POS mobile with interest,365243,-329,1,-239,-235,0
2696818,412975,Consumer loans,8346.555,64251,70614,0,64251,FRIDAY,14,Y,1,0,,,XAP,Approved,-2399,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Stone,1500,Consumer electronics,12,high,POS household with interest,365243,-2368,-2038,-2038,-2012,1
2786405,304046,Consumer loans,17788.23,164475,158935.5,16447.5,164475,MONDAY,16,Y,1,0.102135456,,,XAP,Refused,-1676,Cash through the bank,HC,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1900,Consumer electronics,10,low_normal,POS household with interest,,,,,,
1202433,155241,Cash loans,15134.4,360000,360000,,360000,TUESDAY,8,Y,1,,,,XNA,Approved,-233,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Regional / Local,278,Consumer electronics,48,middle,Cash X-Sell: middle,365243,-203,1207,-143,-137,0
2565005,384729,Consumer loans,8474.355,42295.5,29745,13500,42295.5,FRIDAY,15,Y,1,0.339986756,,,XAP,Approved,-2434,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,50,Connectivity,4,low_normal,POS mobile with interest,365243,-2403,-2313,-2313,-2306,1
2354135,149457,Consumer loans,11169.225,43560,39204,4356,43560,TUESDAY,11,Y,1,0.108909091,,,XAP,Approved,-2901,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,64,Connectivity,4,low_normal,POS mobile with interest,365243,-2870,-2780,-2780,-2588,0
1276732,121764,Consumer loans,5577.885,26167.5,20934,5233.5,26167.5,WEDNESDAY,19,Y,1,0.217818182,,,XAP,Approved,-1410,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,42,Connectivity,4,middle,POS mobile without interest,365243,-1353,-1263,-1263,-1259,0
1747545,255273,Revolving loans,9000,180000,180000,,180000,FRIDAY,14,Y,1,,,,XAP,Refused,-235,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
1977586,134399,Cash loans,,0,0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-194,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1269423,266867,Cash loans,,0,0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-554,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1444104,319522,Cash loans,,0,0,,,SUNDAY,13,Y,1,,,,XNA,Canceled,-168,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1514511,101011,Consumer loans,6856.065,65866.5,66735,6588,65866.5,FRIDAY,21,Y,1,0.097853755,,,XAP,Approved,-627,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,12,middle,POS household with interest,365243,-596,-266,-296,-289,0
1236216,302514,Consumer loans,3344.355,18085.5,18085.5,0,18085.5,SATURDAY,17,Y,1,0,,,XAP,Refused,-403,Cash through the bank,HC,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,6,middle,POS household with interest,,,,,,
2716636,366604,Consumer loans,24418.62,130500,123264,13050,130500,THURSDAY,11,Y,1,0.104263952,,,XAP,Approved,-2429,Cash through the bank,XAP,Family,New,Vehicles,POS,XNA,Stone,10,Industry,6,high,POS industry with interest,365243,-2397,-2247,-2247,-2244,1
2522822,170274,Consumer loans,11761.74,62046,58603.5,6205.5,62046,SATURDAY,15,Y,1,0.104281097,,,XAP,Approved,-2809,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Stone,784,Consumer electronics,6,high,POS household with interest,365243,-2778,-2628,-2628,-2563,1
2634118,313265,Consumer loans,6086.43,38376,38376,0,38376,MONDAY,14,Y,1,0,,,XAP,Refused,-2570,Cash through the bank,SCO,"Spouse, partner",Repeater,XNA,POS,XNA,Stone,784,Consumer electronics,8,high,POS household with interest,,,,,,
1561405,222542,Consumer loans,2267.055,18855,18643.5,1890,18855,SATURDAY,17,Y,1,0.100245054,,,XAP,Approved,-2072,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,36,Connectivity,12,high,POS mobile with interest,365243,-2041,-1711,-1711,-1707,0
